SampleNum,rightpArc,rightMDLFang,rightMDLFspl,rightTPC,leftpArc,leftMDLFang,leftMDLFspl,leftTPC
88,16.962126,7.166666667,8.583333333,8.488478,18.66666667,16.365845,14.33333333,10.58333333
89,5.583333333,11.66666667,13.430869,18.08333333,6.916666667,14.320214,9.028405,7.401893
90,5.416666667,11.057152,7.5,17.556696,9.833333333,5.583333333,5.333333333,16.365845
91,18.090691,5.75,4.833333333,9.166666667,14.233059,5.5,8.784166,15.5
92,21.216746,17.717773,9.58955,15,18.654688,20.75,19.58333333,11.66666667
93,17.717773,9,5.416666667,18.58333333,20.41666667,9.759297,9.436344,12
94,17.75,5.916666667,13.08333333,9.58955,18.33333333,5.416666667,15.029774,19.5
95,4.25,12.41666667,17.569815,16.58333333,10.58333333,20,17.58333333,17.235911
96,16.75,19.5,13.66666667,10.454711,15.58333333,19.66666667,19.207164,7.355007
97,17.556696,18.66666667,10.66666667,7.013347,9.572781,5.666666667,10.91666667,4.083333333
98,9.583504,4.916666667,18.654688,7.407027,9.028405,15.336413,6,9.25
99,19.204882,10.33333333,7.666666667,12.91666667,13.381473,20.157768,3.25,7.355007
100,11.97148,12.33333333,8.666666667,20.66666667,15.987451,14.233059,17.526123,14.906456
101,17.526123,5.833333333,15.33333333,7.768879,7.100387,18.202943,7.013347,19.33333333
102,4.666666667,20.08333333,9.436344,9.583333333,21.16666667,10.5,21.5,5.203627
103,9.436344,20,21.41666667,10.33333333,7.166666667,20,13.33333333,5.832762
104,14.83333333,11.467259,9.75,12.58333333,17,16.962126,4.083333333,15.25
105,16.75,3.833333333,11.41666667,7,7.365959,14.33333333,21.41666667,6.25
106,19.207734,9.25,20.83333333,5.333333333,7.5,8.666666667,12.452886,19.33333333
107,15.08333333,12.59263,9.166666667,5.203627,9.633013,20.25,14.75,3.916666667
108,14,9.633013,12.33333333,19.5,8.488478,7.833333333,20.33333333,5.166666667
109,9.333333333,19.58333333,8.666666667,8.75,8,13.58333333,13.58333333,13.5
110,7,8.5,17.137577,6.166666667,7.365959,7.583333333,17.83333333,20.41666667
111,18.654688,9.833333333,8.833333333,17.526123,15.779374,4.833333333,9.833333333,10.41666667
112,4.916666667,15.16666667,3.833333333,5.189368,16.58333333,5.25,5.416666667,21.819644
113,21.216746,17.795003,17.556696,19.204882,13.08333333,15.08333333,17.83333333,17.603239
114,7.768879,10.75,10.75,12.41666667,18.654688,5.25,4.166666667,6.416666667
115,16.157198,10.16666667,4.833333333,8.833333333,11.17488,7.407027,15.33333333,5.75
116,9.633013,19.41666667,8.416666667,8.5,20.58333333,12.075062,21.819644,9.916666667
117,20.25,17.115902,11.333675,3.666666667,5.55624,11.97148,3.25,18.202943
118,9.633013,10.75,20.58333333,21.819644,18.33333333,17.83333333,9.759297,13.58333333
119,9.833333333,18.58333333,15,6.666666667,12.75,14.33333333,12.765229,13
120,11.66666667,3.083333333,11.180355,11.333675,16.25,20.157768,4.166666667,5
121,10.83333333,10.369838,17.91666667,20.157768,15.83333333,21.216746,5.5,13.663586
122,9.583504,5.487793,7.75,6.916666667,11.286675,9.5,5.833333333,5.833333333
123,13.895847,5.832762,3,14.58333333,7.100387,13.381473,18.58333333,18.090691
124,20.58333333,18.832648,9.572781,8.666666667,19.89984,16.08333333,13.506958,17.75
125,19.66666667,20.157768,17.717773,4.25,6,19.41666667,14.511749,9.028405
126,12.41666667,7.365959,17.91666667,12.08333333,13.91666667,3.916666667,4.666666667,18.83333333
127,5.189368,14.83333333,9.572781,10.172256,11.16666667,13.08333333,17.717773,12.452886
128,8.25,16.08333333,5,18.832648,7.583333333,6.916666667,15,5.666666667
129,18.654688,6.166666667,3,4.583333333,15,3,14.906456,20.25
130,14.117955,6.666666667,8.166666667,18.66666667,12.25,18.08333333,5.333333333,11.286675
131,19.58333333,11.97148,15.75,10.91666667,11.66666667,8.488478,19.83333333,7.407027
132,3.833333333,12.5,10.41666667,5,7,14.16666667,17.58333333,19.33333333
133,14.58333333,18.33333333,7.166666667,3.083333333,16.25,13.58333333,14.66666667,4.916666667
134,20,3.916666667,10,18.83333333,17.717773,5.416666667,13.75,12.08333333
135,3,12.08333333,17.137577,20.33333333,17.556696,15.336413,11.5,14
136,7,10.104266,12,19.41666667,17.137577,11.83333333,9.633013,3.083333333
137,7.013347,7,15.987451,18.58333333,7.333333333,15,8.416666667,5.416666667
138,9.759297,8.666666667,10.41666667,5.083333333,8.784166,20.83333333,19.33333333,9.583504
139,17.75,10.33333333,9.028405,18.58333333,8.666666667,21.5,7.365959,21.16666667
140,14.58333333,9,6.583333333,8.833333333,6.916666667,10.5,20.25,9
141,12.075062,14.16666667,7.401893,13.08333333,17.526123,21.5,11.17488,11.333675
142,3.25,14.33333333,9.833333333,20.16666667,16.75,6.5,7.407027,9.083333333
143,18.66666667,20.75,18.58333333,7.333333333,10.172256,4.916666667,13.08333333,14.5
144,20.75,17.91666667,3.083333333,11.787702,19.89984,16.58333333,17.603239,15.66666667
145,14,11.66666667,12.83333333,9.083333333,4.75,9.028405,17.25,7.532968
146,9.916666667,12,18.83333333,18.66666667,14.91666667,14.16666667,14.233059,12.83333333
147,9.633013,7.333333333,7.333333333,13,14.58333333,14.83333333,13.506958,9.083333333
148,17.91666667,12.83333333,10.41666667,18.5,11.286675,10.454711,21.819644,15.747091
149,15.987451,17.989276,9.583333333,14.83333333,10.172256,17.989276,17.25,9.583504
150,7.853524,11.16666667,19.41666667,14.5,13.75,7.401893,4.583333333,12.58333333
151,14.75,10.58333333,11.467259,16.25,12.5,19.5,20.33333333,12.25
152,7.407027,15.029774,15.779374,12,9.633013,16.940109,12,15.33333333
153,4.583333333,9.416666667,21.216746,12.41666667,21.41666667,13.663586,13.895847,9.583504
154,11.25,15.5,7.013347,3.5,11.16666667,5.583333333,5.203627,10.75
155,21,11.66666667,17.75,20.877823,13.58333333,3.416666667,16.888204,5.666666667
156,5.333333333,17.569815,7.25,4.666666667,7.333333333,11.467259,10.91666667,15.029774
157,9,13.663586,14.906456,3.916666667,9.333333333,7.013347,10.369838,9.083333333
158,20.877823,5.833333333,9.633013,5.55624,15.747091,5.333333333,3.833333333,11.787702
159,15.33333333,13.33333333,10.5,7.833333333,4.75,9.416666667,10.75,18.832648
160,4.666666667,8,5.083333333,20.66666667,7.407027,16.962126,20.157768,11.17488
161,3.833333333,4.083333333,9.436344,12.58333333,6.416666667,10.41666667,12.16666667,17.235911
162,3.333333333,11.91666667,10.25,6.25,20.08333333,15,6.166666667,5
163,7.401893,15.5,12.75,11.057152,5.203627,12.5,13.75,12.075062
164,9.583504,20.75,11.16666667,10.369838,13.5,10.104266,16,7.100387
165,5.25,7.768879,14.83333333,14.511749,14.08333333,18.33333333,12.75,10.83333333
166,12.16666667,15.5,13.58333333,5.832762,13.381473,12.765229,9.083333333,7.75
167,5.333333333,16.75,18.33333333,19.83333333,9.916666667,20.25,3.333333333,10
168,10.369838,12.765229,15.5,8.583333333,17.989276,15.336413,13.430869,7.407027
169,10.33333333,12.83333333,9.5,20.33333333,19,5.189368,5.333333333,16.33333333
170,16.365845,6.916666667,14.233059,13.91666667,14.511749,12.497262,20.83333333,13.663586
171,16.349418,8.25,5.189368,6.561031,12.075062,18.090691,5,5.189368
172,13.66666667,20,10.793862,4.083333333,12,7,8.666666667,3.333333333
173,13.58333333,5.203627,12.452886,18.5,21.819644,19.5,6.5,5.832762
174,6.25,3.666666667,17.556696,9.5,13.5,11.552133,3.666666667,9.583504
175,12.075062,13.5,20.83333333,7.100387,10.41666667,7.013347,3.25,5.55624
176,17.526123,15.08333333,10.104266,3.916666667,19.08333333,4.166666667,20.58333333,10.41666667
177,11.97148,11.25,15.41666667,9.916666667,19.207734,6.666666667,20.75,11.58333333
178,14,11.97148,18.33333333,18.66666667,17.41666667,13.381473,7.833333333,11.552133
179,11.787702,15.393908,7.853524,9.25,17.41666667,15.66666667,9.572781,15.730663
180,15.66666667,7.5,11.66666667,15.747091,15.58333333,9.028405,10.369838,3.833333333
181,19.207734,20.877823,9.633013,19.204882,6.561031,6.561031,3.583333333,13.58333333
182,16.33333333,18.5,5.55624,8.75,11.16666667,4.083333333,7.5,5.832762
183,11.057152,7,7.75,6.25,13.506958,8,12,10.5
184,5.487793,11.16666667,5.666666667,11.75,15.393908,21.5,9.166666667,14.66666667
185,20.25,15.987451,11.83333333,13.506958,18.58333333,15.393908,21.216746,17.795003
186,7.768879,13.83333333,20.274811,19,15.66666667,13.5,15.779374,9.572781
187,16.157198,5.25,19.66666667,18.654688,12.16666667,19.33333333,8.5,9.666666667
188,4.333333333,9.583504,8.416666667,13.895847,21.819644,3.833333333,12,10.83333333
189,12.08333333,18.090691,20.66666667,20.66666667,7.70819,17.115902,12.41666667,12.41666667
190,13.663586,15.66666667,9.333333333,16.124914,20.75,18.66666667,19.207164,18.58333333
191,21.819644,18.16666667,12.765229,19.08333333,6.25,10.41666667,19.58333333,3.5
192,7.407027,7.25,9.5,19.08333333,16.940109,18.83333333,13.08333333,17.137577
193,9.572781,10.91666667,20.83333333,13.58333333,19.5,10.66666667,18.16666667,19.83333333
194,7.407027,21.16666667,19.83333333,3.583333333,21.819644,19.41666667,10.25,14.25
195,19.207164,15.5,3.833333333,20.877823,14.33333333,9.759297,11.97148,9.833333333
196,4.416666667,21,8.666666667,15.029774,17,8.583333333,9.333333333,7.833333333
197,12.497262,8.75,18.16666667,19.83333333,9.028405,10.454711,4.166666667,15.336413
198,9.916666667,21.222792,14.91666667,15,10.83333333,19.08333333,15.08333333,10.75
199,3.5,17.75,8.666666667,17.989276,5.5,9.833333333,4.25,10
200,17.91666667,4.666666667,3.5,16,17.41666667,18.654688,9,7.768879
201,15.730663,19.89984,13.5,13.381473,9,10.33333333,16.41666667,11.053844
202,15.029774,9,15.41666667,12.16666667,7.100387,16.58333333,21.16666667,16
203,7.416666667,6.666666667,9.572781,5.416666667,16.33333333,11.057152,19.83333333,8.784166
204,8.666666667,7.401893,5.416666667,7.401893,14.511749,7.166666667,11.180355,20.157768
205,6.25,18.08333333,6.583333333,8.166666667,5.166666667,17.91666667,5.189368,7.333333333
206,18.832648,19.41666667,14.33333333,18.654688,5.583333333,9.666666667,12.91666667,9.5
207,9.333333333,15.779374,3.583333333,17.989276,19.207164,7.666666667,10.454711,7.355007
208,21,8.833333333,5.55624,11.25,17.795003,15.58333333,9.083333333,13.895847
209,19.83333333,16.124914,13.66666667,18.08333333,3.666666667,19.58333333,9.759297,10.25
210,7.013347,9.166666667,16.25,9.58955,5.333333333,15.83333333,11.180355,14.5
211,11.229066,17.75,5.166666667,16.940109,7.365959,15.5,20.75,7.583333333
212,10,17.58333333,17.25,11.83333333,5.583333333,16.365845,8.583333333,6.916666667
213,19.207734,5.487793,20.274811,3.083333333,20.58333333,5.5,15.75,18.202943
214,18.832648,17.137577,17.989276,3.25,16.157198,19.5,9.083333333,21.216746
215,15.393908,8,13.58333333,11.17488,10.16666667,8.5,7.5,14.83333333
216,16.58333333,6.166666667,14.5,17.795003,20.83333333,4.416666667,11.75,14
217,21.216746,7.768879,12.25,13.381473,20.25,10.83333333,17.989276,7.355007
218,19.207164,21.41666667,7.768879,18.58333333,11.057152,21.16666667,8.5,20.274811
219,3.583333333,20.66666667,15.029774,9.583504,12.59263,3.416666667,20.25,19.08333333
220,21.41666667,12.91666667,11.66666667,9.083333333,21.222792,15.25,12.83333333,4.25
221,5.25,15.779374,13.430869,19.58333333,10.33333333,5.5,9.833333333,3.083333333
222,12.08333333,3.666666667,15.779374,8,20.83333333,16.365845,19.89984,4.666666667
223,19.58333333,14.906456,13.506958,11.58333333,8.25,3.583333333,8.583333333,11.17488
224,19.5,5.166666667,14.117955,8.166666667,8.784166,8.166666667,13.91666667,15.5
225,15.75,15,19.58333333,9,16.08333333,20.41666667,17.569815,13.75
226,11.552133,9.416666667,7.166666667,20.274811,17.58333333,6,16.41666667,7.833333333
227,21.5,11.053844,15.029774,5.55624,4.666666667,17.25,10.16666667,10.25
228,10.58333333,7.416666667,7.583333333,14.5,5.833333333,12.33333333,13.33333333,11.053844
229,3.5,4.583333333,8,18.090691,20.75,17.115902,11.17488,11.057152
230,7.333333333,14.08333333,11.180355,6.916666667,14.233059,16.08333333,16.940109,6.583333333
231,10.58333333,12.25,11.58333333,12.41666667,11.180355,21.5,4.916666667,14.16666667
232,19.08333333,7.532968,19.207164,9.833333333,11.229066,14,12.41666667,15.779374
233,20.66666667,4.416666667,10.793862,6.583333333,6.583333333,10.41666667,6.416666667,5.916666667
234,14.83333333,13.83333333,9.666666667,16.365845,20.41666667,8,11,15
235,12.497262,13.33333333,5.166666667,15.33333333,11.75,21.5,11.91666667,7.25
236,11.787702,9.58955,19.207164,5.416666667,15.66666667,16.75,19.66666667,20.83333333
237,17.569815,7.833333333,5.833333333,14,7.401893,7.70819,4.833333333,14.906456
238,12,11.66666667,18.66666667,17.556696,7.833333333,5.203627,16.962126,9.583333333
239,20.25,7.416666667,13.663586,13.58333333,15.08333333,16.25,15.33333333,14.25
240,15,12.075062,10.66666667,4.916666667,7.013347,10.454711,9.75,4.666666667
241,19.08333333,18.832648,12.58333333,15.25,19.33333333,5.832762,5.833333333,5.583333333
242,8.416666667,11.552133,14.08333333,14.16666667,7,16.41666667,11.58333333,13.33333333
243,15.5,17.25,21.16666667,10.172256,10.172256,7.532968,11.467259,13.91666667
244,19.25,14.16666667,15.730663,15.58333333,12.765229,12.075062,11.75,15.779374
245,14.25,12.075062,10.5,13.83333333,14.75,12.41666667,7.355007,5.55624
246,10.25,12.75,15.5,20.16666667,8.416666667,15.66666667,10.83333333,15.25
247,11.41666667,6.25,17.41666667,7.416666667,13.83333333,4.166666667,18.090691,12.16666667
248,9.833333333,8.833333333,12.08333333,3.416666667,14.117955,8.166666667,8.416666667,7.100387
249,3.666666667,15.393908,20.33333333,8.666666667,17.235911,5.55624,17.25,18.339265
250,9.436344,16.33333333,3.583333333,19.207734,7.768879,14.83333333,4.083333333,7.355007
251,9.25,15.393908,4.666666667,16,15.987451,11.16666667,7.100387,15.393908
252,14.25,8.75,16,7.365959,19.83333333,15.336413,17.556696,9.028405
253,12.075062,7.833333333,7.5,8.488478,16.157198,10.75,16.365845,4.333333333
254,3.333333333,15.41666667,18.16666667,3.916666667,20.877823,17.83333333,20.83333333,14.58333333
255,16.157198,8,16.08333333,13.66666667,3.916666667,14.08333333,19.33333333,21
256,12.16666667,7.166666667,12.16666667,13.33333333,13.91666667,14.233059,16.157198,14.75
257,9.583333333,7.100387,6.166666667,10.5,8.583333333,5.660848,16.75,8.5
258,10.369838,16.157198,17.75,10.83333333,20.157768,12.59263,20.33333333,3.833333333
259,14.233059,5.083333333,10.104266,3,18.33333333,10.16666667,14.16666667,14.5
260,12.497262,17.75,14.906456,15.336413,17.235911,9.25,21,17.91666667
261,10.66666667,5.916666667,7.407027,19.207164,7.532968,12.58333333,16.25,17.603239
262,7.100387,8.5,7.407027,10.172256,9.58955,6.666666667,13.381473,18.33333333
263,9.833333333,7.100387,11.053844,11.467259,11.58333333,9.166666667,11.333675,5.189368
264,5.666666667,5.166666667,5.5,12.5,9.436344,6.916666667,12.41666667,8.666666667
265,12.91666667,9,11,15.41666667,12.75,3.833333333,9.333333333,7.365959
266,20.33333333,4.083333333,8.666666667,13.33333333,16.349418,9.916666667,4.166666667,7.833333333
267,20.41666667,3.666666667,3.666666667,3.25,5.083333333,19.207734,13.33333333,9.833333333
268,18.66666667,11.17488,11.97148,17.58333333,19.58333333,19.08333333,12.33333333,7.401893
269,15.336413,17.717773,17.137577,11.552133,13.83333333,10.58333333,6.561031,4.333333333
270,14.58333333,18.654688,20.66666667,12.765229,18.090691,17.569815,10.91666667,17.235911
271,9.572781,9.58955,10.104266,11.5,15.75,19.08333333,13,5.819644
272,6.166666667,7.583333333,13.430869,4.333333333,21,19.207164,15.730663,16.962126
273,11.91666667,16.157198,8.25,16.25,8.25,5.75,3.25,5.833333333
274,14.233059,11.467259,5.583333333,15.08333333,10.33333333,21,14.117955,8.488478
275,12.91666667,3.666666667,19.08333333,21,3.25,11.41666667,17.115902,7.25
276,20.157768,12.452886,13.58333333,8.416666667,7.75,6.561031,16.157198,3.583333333
277,13.506958,19.204882,16.349418,21.222792,7.416666667,13.506958,14.16666667,10.172256
278,16.41666667,20.877823,13.58333333,13.506958,11.25,9.436344,5.189368,6.25
279,17,7.75,3.5,3.416666667,19.5,11.5,12.91666667,11.787702
280,16.157198,5.083333333,9.583504,8.583333333,6.666666667,5.819644,10.66666667,16.33333333
281,13.895847,11.17488,7.70819,9,15.730663,9.572781,5.333333333,15.25
282,17.58333333,17.556696,16.940109,9.633013,5.75,12.41666667,5.487793,14
283,12.497262,10.16666667,13.381473,11.552133,10.58333333,13.83333333,7.416666667,3.916666667
284,8.833333333,10.91666667,12.452886,3.666666667,12.497262,5.55624,16.25,19
285,5.083333333,8,4.916666667,5.203627,9.75,15.747091,14.117955,17.569815
286,18.16666667,9.416666667,16.08333333,21.222792,8.5,16.365845,16.75,12.91666667
287,7.583333333,14.906456,18.090691,9.083333333,9.166666667,8.833333333,3.583333333,12.5
288,6.666666667,4.25,13,9,13.91666667,20.33333333,16.157198,8.488478
289,19.207734,19.58333333,7.365959,15.730663,15.25,17.235911,9.5,4.083333333
290,12.075062,19.66666667,7.407027,7.853524,5.75,14.906456,3.833333333,10.16666667
291,21.819644,10.25,13.91666667,20.25,12.41666667,8.488478,11.97148,11.229066
292,18.16666667,11.16666667,10.454711,15.66666667,10.25,15.393908,6,10.66666667
293,7.583333333,16.25,19.41666667,17.75,19.33333333,9.75,9.583504,9.58955
294,12.452886,15.33333333,14.66666667,16.41666667,6.561031,14.906456,16.58333333,15.16666667
295,5.832762,15.987451,19.58333333,12.91666667,12.91666667,13.33333333,11.41666667,20.83333333
296,15.987451,5.083333333,5.189368,7.401893,9.666666667,12.83333333,12,11.75
297,14.963951,17.115902,20.25,5.166666667,20.274811,4.916666667,13.58333333,21.41666667
298,14.233059,4.833333333,7.401893,9.083333333,18.33333333,7.853524,3.5,7.75
299,5.660848,9.583333333,18.33333333,7.365959,4.333333333,15.33333333,20.66666667,16.940109
300,21,14.08333333,19.204882,12.075062,7.166666667,14.16666667,12.59263,12.08333333
301,7,9.75,19.5,14.25,14.75,19.207734,18.83333333,10.83333333
302,7.583333333,20.274811,8.25,3.25,14.117955,11.58333333,3.416666667,6.5
303,9.166666667,5.203627,4.833333333,17.569815,7.666666667,5.333333333,11.75,9.916666667
304,20.157768,5.487793,9.572781,5.416666667,19.25,12.16666667,20.274811,12.41666667
305,5.083333333,13.381473,15.029774,15.336413,14.511749,9.75,16.124914,18.832648
306,14.25,4.75,7.416666667,9.583504,19.89984,8.416666667,14.25,16.124914
307,5.75,14.16666667,21.41666667,16.349418,10.172256,5.5,7.532968,7.100387
308,16.08333333,19.08333333,11.17488,5.833333333,12,10.172256,11.91666667,15.41666667
309,19.5,9.166666667,17.75,5.083333333,16.58333333,20.157768,12,6.666666667
310,21,6.561031,7.583333333,7.532968,13.895847,15.779374,3.833333333,12.497262
311,10.91666667,10.454711,16,16.940109,20.877823,9.25,11.333675,18.66666667
312,12.25,12,14.906456,15,7.583333333,12.25,8.5,6.416666667
313,21.222792,16.41666667,18.58333333,6.583333333,6,5.166666667,9.436344,5.203627
314,16.940109,7.5,14.25,7.365959,12.25,13.91666667,6.666666667,20.33333333
315,20.08333333,6.666666667,12.41666667,17.137577,10.33333333,18.090691,10.75,19.207734
316,5.75,8.5,20.33333333,16.349418,9,10.369838,7.100387,17.603239
317,15.730663,8.416666667,8.583333333,15.987451,4.833333333,17.91666667,11.787702,8.784166
318,5.833333333,20.08333333,12.83333333,3.416666667,9.833333333,9.028405,19.66666667,11
319,8.666666667,20.66666667,3.083333333,12.83333333,3.083333333,3.666666667,17.526123,14.25
320,11.41666667,7.407027,7.407027,11.787702,15.25,19.5,20.41666667,16
321,9.58955,15.5,14.91666667,13.91666667,18.202943,15.58333333,20.08333333,20.66666667
322,18.654688,11.41666667,18.08333333,12.58333333,12.075062,10.91666667,17.25,5.083333333
323,17.989276,10.454711,11.25,7.833333333,12.765229,20.25,5.583333333,9.5
324,12.25,7.166666667,18.202943,9.083333333,5.333333333,9.028405,6.666666667,14.233059
